title,upload_date,views,likes,comments,introduction
The Game about Games - Computerphile,2016-07-22,87104,2746,133,"The game that shows people how games are made. Alex is an engineer at the National Videogame Arcade in Nottingham. Password Cracking: 
https://youtu.be/7U-RbOKanYs
Gamer's Paradise: 
https://youtu.be/HZzdXR0bV8o
 The Indie Advantage (and criticism): 
https://youtu.be/iSg0F3hwMnE
Computing Aladdin's Cave: 
https://youtu.be/zFb4tilDmBg
 Find out more about The National Videogame Arcade: @thenva 
http://www.gamecity.org
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
How to Choose a Password - Computerphile,2016-07-21,1161380,23000,2621,"How do you pick the perfect password? Is it as simple as XKCD make out, or is there more to it? Dr Mike Pound follows on from his password cracking video. Password Cracking on a 4x Titan X Beast: 
https://youtu.be/7U-RbOKanYs
 EXTRA BITS: 
https://youtu.be/kFQ_W8zAplc
 Indie Game Developer: 
https://youtu.be/da5RoS4w5YU
 Indie App Developer: 
https://youtu.be/yVRtJbXQsL8
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Discussing Pokémon GO - Computerphile,2016-07-16,169473,2614,500,"NOTE : if you know how the Pokémon game works skip to 4 mins in. CORRECTION : Richard refers to 750 Pokémon being available,he confused total Pokémon (722 according to Wikipedia July 2016) with those available in the game (""more than a hundred"" according to Pokémon.com July 2016)Why does Pikachu sometimes pop up in inappropriate places? 'Phone zombies' glued to their devices at major landmarks, are probably playing Pokémon GO. Richard Wetzel from the MRL (University of Nottingham) and intLab; (University of Lincoln) takes us through it.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Password Cracking - Computerphile,2016-07-14,3344005,68000,4812,"'Beast' cracks billions of passwords a second, Dr Mike Pound demonstrates why you should probably change your passwords... Please note,at one point during the video Mike suggests using SHA512. Please check whatever the recommended process is at the time you view the video.Here's a look at 'Beast': 
https://www.youtube.com/watch?v=RG2Z7...
 How NOT to Store Passwords: 
https://youtu.be/8ZtInClXe1Q
 Password Choice: 
https://youtu.be/3NjQ9b3pgIg
Deep Learning: 
https://youtu.be/l42lr8AlrHk
Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Gamer's Paradise - Computerphile,2016-07-09,95975,3014,317,"Audible 30 day free Trial: 
http://www.audible.com/computerphile
 Games to play, games to create, games to help shape, the National Video Arcade sets out to be a museum like no other. Director Iain Simons shows us around.The National Videogame Arcade Twitter : @TheNVA Web : 
http://gamecity.org/
 Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
 AI's Game Playing Challenge: 
https://youtu.be/5oXyibEgJr0
Deep Learning: 
https://youtu.be/l42lr8AlrHk
 Secure Web Browsing: 
https://youtu.be/E_wX40fQwEA
 Golden Age of Video Games: 
https://youtu.be/Nw24B6fOiAw
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Turing Complete - Computerphile,2016-07-06,252663,7043,369,"What does it mean for something to be Turing Complete? Professor Brailsford explains.Turing Machine Primer: 
https://youtu.be/DILF8usqp7M
Turing Machines Explained: 
https://youtu.be/dNRDvLACg5Q
 Chomsky Hierarchy: 
https://youtu.be/224plb3bCog
What on Earth is Recursion?: 
https://youtu.be/Mv9NEXX1VHc
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Inside a Neural Network - Computerphile,2016-07-01,401273,7812,305,"Just what is happening inside a Convolutional Neural Network? Dr Mike Pound shows us the images in between the input and the result.How Blurs & Filters Work (Kernel Convolutions): 
https://youtu.be/C_zFhWdM4ic
 Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
  Rob Miles on Game Playing AI: 
https://youtu.be/5oXyibEgJr0
Secure Web Browsing: 
https://www.youtube.com/watch?v=E_wX4...
Deep Learning: 
https://youtu.be/l42lr8AlrHk
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
HTML IS a Programming Language (Imperative vs Declarative) - Computerphile,2016-06-28,179299,5368,886,"The professor took a lot of stick for calling HTML a programming language - here he shows why it can be described as a language, albeit a special purpose one. Where HTML beats C?: 
https://youtu.be/-csXdj4WVwA
Most Difficult Program to Compute: 
https://youtu.be/i7sm9dzFtEI
Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
Deep Web & Dark Web: 
https://www.youtube.com/playlist?list...
(Declarative) Haskell Example: 
https://youtu.be/EuWrAlKTkak
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
The Social Media Bubble - Computerphile,2016-06-25,73788,1755,202,"Do we only see what we want to see in our Social Media feeds? Dr Max Wilson talks about the social media bubble and how elections and referenda aren't swayed by a few likes and shares.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Secrets of the Deep Dark Web (Deep Dark Web Pt2) - Computerphile,2016-06-23,1571672,17000,1153,"Deep and Dark web are often getting confused - Dr Max Wilson untangles the difference. Web vs Internet (Deep Dark Web pt1): 
https://www.youtube.com/watch?v=oiR2m...
 Rob Miles on Game Playing AI: 
https://youtu.be/5oXyibEgJr0
Secure Web Browsing: 
https://www.youtube.com/watch?v=E_wX4...
Deep Learning: 
https://youtu.be/l42lr8AlrHk
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Web vs Internet (Deep Dark Web Pt1) - Computerphile,2016-06-17,458764,7453,294,"To explain the deep web and the dark web, first we lay out the basic difference between The Internet and the World Wide Web. Dr Max Wilson explainsRob Miles on Game Playing AI: 
https://youtu.be/5oXyibEgJr0
Secure Web Browsing: 
https://www.youtube.com/watch?v=E_wX4...
Deep Learning: 
https://youtu.be/l42lr8AlrHk
Secrets of the Deep Dark Web: 
https://youtu.be/joxQ_XbsPVw
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Running an SQL Injection Attack - Computerphile,2016-06-15,4328128,84000,2191,"Just how bad is it if your site is vulnerable to an SQL Injection? Dr Mike Pound shows us how they work.Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
  Rob Miles on Game Playing AI: 
https://youtu.be/5oXyibEgJr0
Secure Web Browsing: 
https://www.youtube.com/watch?v=E_wX4...
Deep Learning: 
https://youtu.be/l42lr8AlrHk
Tom Scott on SQL Injection: 
https://youtu.be/_jKylhJtPmI
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Nascom 2 & Sharing the TV - Computerphile,2016-06-10,67969,877,54,"Early home computing often involved soldering your machine together and fighting for time on the family TV. Jason Fitzpatrick, Director of The Centre for Computing History talks about his first computing love affair, the Nascom 2.Computer That Changed Everything - Altair 8800: 
https://youtu.be/6LYRgrqJgDc
 People's Computer: Sinclair ZX81 : 
https://youtu.be/SFAWHB2BKOg
 Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
  Computing Aladdin's Cave: 
https://youtu.be/zFb4tilDmBg
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Apple 2 Floppy Disk Codes - Computerphile,2016-06-08,76944,1911,170,"Steve Wozniak got creative with the Apple ][ floppy drive, creating a system that used less complicated hardware and was cheaper, accomplishing much in software instead. Dr Steve Bagley explains.The graphic showing where sector holes were read is incorrect. Sector hole was seen where Dr Bagley showed. Earlier 8 inch floppy disks had different standards for hard sector disks, some at the hub, some near the outside of the disk- which is what the graphic was trying to illustrate. Rob Miles on Game Playing AI: 
https://youtu.be/5oXyibEgJr0
Musical Floppy Drives: 
https://youtu.be/C3dU5u4xXaY
Magnetic Media (Floppies and Tapes): 
https://youtu.be/cWKo_dMUw7M
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Software Defined Networking - Computerphile,2016-06-03,85578,2137,159,"Audible 30 day free Trial: 
http://www.audible.com/computerphile
 Software Defined Networking takes the control away from basic protocols and gives it to the programmers. Cutting edge companies like Google use it to manage their global Network. Dr Richard Mortier of the University of Cambridge Computer Laboratory explains.Deep Learning: 
https://youtu.be/l42lr8AlrHk
Secure Web Browsing: 
https://www.youtube.com/watch?v=E_wX4...
Rob Miles on Game Playing AI: 
https://youtu.be/5oXyibEgJr0
Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Cookie Stealing - Computerphile,2016-06-01,1124439,20000,830,"Cookie Monster isn't the only one fond of cookies - thieves on the Internet are partial too. Dr Mike Pound demonstrates & explains the art of cookie stealing.Follow the Cookie Trail: 
https://youtu.be/LHSSY8QNvew
 Cracking Websites with Cross Site Scripting: 
https://youtu.be/L5l9lSnNMxg
 Space Carving: 
https://youtu.be/cGs90KF4oTc
 Deep Learning: 
https://youtu.be/l42lr8AlrHk
Secure Web Browsing: 
https://www.youtube.com/watch?v=E_wX4...
Anti Counterfeiting & Conductive Inks: 
https://youtu.be/gQ0rdOvdS6M
 Object Oriented Programming: 
https://youtu.be/KyTUN6_Z9TM
 Security of Data on Disk: 
https://youtu.be/4SSSMi4X_mA
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Where HTML beats C? - Computerphile,2016-05-27,596220,12000,1123,"The ultimate example of trouble from digital promiscuity. HTML is more tolerant than C because it has to be. Professor Brailsford explains.Deep Learning: 
https://www.youtube.com/watch?v=l42lr...
 Secure Web Browsing: 
https://www.youtube.com/watch?v=E_wX4...
 AI Game Playing Challenge: 
https://www.youtube.com/watch?v=5oXyi...
 Convolutional Neural Networks: 
https://www.youtube.com/watch?v=py5by...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
